"Time_point","gene","cell_line","guide","replicate","value","biotype"
12,"KRT86","H1975","g3","R1",1,"NEG"
18,"KRT86","H1975","g3","R1",1.384811,"NEG"
24,"KRT86","H1975","g3","R1",1.854087,"NEG"
30,"KRT86","H1975","g3","R1",2.314996,"NEG"
36,"KRT86","H1975","g3","R1",2.94878,"NEG"
42,"KRT86","H1975","g3","R1",3.590808,"NEG"
48,"KRT86","H1975","g3","R1",4.32957,"NEG"
54,"KRT86","H1975","g3","R1",5.110607,"NEG"
60,"KRT86","H1975","g3","R1",6.105264,"NEG"
66,"KRT86","H1975","g3","R1",7.170162,"NEG"
72,"KRT86","H1975","g3","R1",8.214914,"NEG"
78,"KRT86","H1975","g3","R1",9.189724,"NEG"
84,"KRT86","H1975","g3","R1",10.24262,"NEG"
90,"KRT86","H1975","g3","R1",11.162,"NEG"
0,"KRT86","H1975","g3","R2",0.549224,"NEG"
6,"KRT86","H1975","g3","R2",0.6850553,"NEG"
12,"KRT86","H1975","g3","R2",1,"NEG"
18,"KRT86","H1975","g3","R2",1.378858,"NEG"
24,"KRT86","H1975","g3","R2",1.727508,"NEG"
30,"KRT86","H1975","g3","R2",2.12603,"NEG"
36,"KRT86","H1975","g3","R2",2.501674,"NEG"
42,"KRT86","H1975","g3","R2",2.760749,"NEG"
48,"KRT86","H1975","g3","R2",2.861765,"NEG"
54,"KRT86","H1975","g3","R2",2.976806,"NEG"
60,"KRT86","H1975","g3","R2",3.040213,"NEG"
66,"KRT86","H1975","g3","R2",3.083712,"NEG"
72,"KRT86","H1975","g3","R2",3.121772,"NEG"
78,"KRT86","H1975","g3","R2",3.247821,"NEG"
84,"KRT86","H1975","g3","R2",3.531084,"NEG"
90,"KRT86","H1975","g3","R2",3.597858,"NEG"
0,"SNHG6.TR2","H1975","g1","R1",0.4371092,"LncRNA"
6,"SNHG6.TR2","H1975","g1","R1",0.6199023,"LncRNA"
12,"SNHG6.TR2","H1975","g1","R1",1,"LncRNA"
18,"SNHG6.TR2","H1975","g1","R1",1.379019,"LncRNA"
24,"SNHG6.TR2","H1975","g1","R1",1.842442,"LncRNA"
30,"SNHG6.TR2","H1975","g1","R1",2.323396,"LncRNA"
36,"SNHG6.TR2","H1975","g1","R1",2.687682,"LncRNA"
42,"SNHG6.TR2","H1975","g1","R1",2.995552,"LncRNA"
48,"SNHG6.TR2","H1975","g1","R1",3.1708,"LncRNA"
54,"SNHG6.TR2","H1975","g1","R1",3.297016,"LncRNA"
60,"SNHG6.TR2","H1975","g1","R1",3.399182,"LncRNA"
66,"SNHG6.TR2","H1975","g1","R1",3.41949,"LncRNA"
72,"SNHG6.TR2","H1975","g1","R1",3.585552,"LncRNA"
78,"SNHG6.TR2","H1975","g1","R1",3.609818,"LncRNA"
84,"SNHG6.TR2","H1975","g1","R1",3.795547,"LncRNA"
90,"SNHG6.TR2","H1975","g1","R1",3.945892,"LncRNA"
0,"SNHG6.TR2","H1975","g1","R2",0.402567,"LncRNA"
6,"SNHG6.TR2","H1975","g1","R2",0.6481383,"LncRNA"
12,"SNHG6.TR2","H1975","g1","R2",1,"LncRNA"
18,"SNHG6.TR2","H1975","g1","R2",1.40838,"LncRNA"
24,"SNHG6.TR2","H1975","g1","R2",1.828994,"LncRNA"
30,"SNHG6.TR2","H1975","g1","R2",2.265417,"LncRNA"
36,"SNHG6.TR2","H1975","g1","R2",2.819997,"LncRNA"
42,"SNHG6.TR2","H1975","g1","R2",3.585696,"LncRNA"
48,"SNHG6.TR2","H1975","g1","R2",4.557094,"LncRNA"
54,"SNHG6.TR2","H1975","g1","R2",5.515931,"LncRNA"
60,"SNHG6.TR2","H1975","g1","R2",6.555382,"LncRNA"
66,"SNHG6.TR2","H1975","g1","R2",7.782162,"LncRNA"
72,"SNHG6.TR2","H1975","g1","R2",8.94093,"LncRNA"
78,"SNHG6.TR2","H1975","g1","R2",10.01699,"LncRNA"
84,"SNHG6.TR2","H1975","g1","R2",11.3227,"LncRNA"
90,"SNHG6.TR2","H1975","g1","R2",12.48195,"LncRNA"
0,"NTControl2","H1975","g2","R1",0.4723635,"NTControl2"
6,"NTControl2","H1975","g2","R1",0.7237324,"NTControl2"
12,"NTControl2","H1975","g2","R1",1,"NTControl2"
18,"NTControl2","H1975","g2","R1",1.430449,"NTControl2"
24,"NTControl2","H1975","g2","R1",1.828178,"NTControl2"
30,"NTControl2","H1975","g2","R1",2.278313,"NTControl2"
36,"NTControl2","H1975","g2","R1",2.685644,"NTControl2"
42,"NTControl2","H1975","g2","R1",3.248823,"NTControl2"
48,"NTControl2","H1975","g2","R1",3.95931,"NTControl2"
54,"NTControl2","H1975","g2","R1",4.7954,"NTControl2"
60,"NTControl2","H1975","g2","R1",5.666095,"NTControl2"
66,"NTControl2","H1975","g2","R1",6.759259,"NTControl2"
72,"NTControl2","H1975","g2","R1",8.011604,"NTControl2"
78,"NTControl2","H1975","g2","R1",9.198403,"NTControl2"
84,"NTControl2","H1975","g2","R1",10.67558,"NTControl2"
90,"NTControl2","H1975","g2","R1",11.83081,"NTControl2"
0,"NTControl2","H1975","g2","R2",0.4362891,"NTControl2"
6,"NTControl2","H1975","g2","R2",0.6531712,"NTControl2"
12,"NTControl2","H1975","g2","R2",1,"NTControl2"
18,"NTControl2","H1975","g2","R2",1.398696,"NTControl2"
24,"NTControl2","H1975","g2","R2",1.797459,"NTControl2"
30,"NTControl2","H1975","g2","R2",2.231004,"NTControl2"
36,"NTControl2","H1975","g2","R2",2.724816,"NTControl2"
42,"NTControl2","H1975","g2","R2",3.346249,"NTControl2"
48,"NTControl2","H1975","g2","R2",4.151631,"NTControl2"
54,"NTControl2","H1975","g2","R2",5.06391,"NTControl2"
60,"NTControl2","H1975","g2","R2",6.036343,"NTControl2"
66,"NTControl2","H1975","g2","R2",7.226037,"NTControl2"
72,"NTControl2","H1975","g2","R2",8.356197,"NTControl2"
78,"NTControl2","H1975","g2","R2",9.552304,"NTControl2"
84,"NTControl2","H1975","g2","R2",10.65759,"NTControl2"
90,"NTControl2","H1975","g2","R2",11.90817,"NTControl2"
0,"SNHG15","H1975","g1","R1",0.4954127,"LncRNA"
6,"SNHG15","H1975","g1","R1",0.6473314,"LncRNA"
12,"SNHG15","H1975","g1","R1",1,"LncRNA"
18,"SNHG15","H1975","g1","R1",1.382805,"LncRNA"
24,"SNHG15","H1975","g1","R1",1.768097,"LncRNA"
30,"SNHG15","H1975","g1","R1",2.248683,"LncRNA"
36,"SNHG15","H1975","g1","R1",2.702557,"LncRNA"
42,"SNHG15","H1975","g1","R1",3.047962,"LncRNA"
48,"SNHG15","H1975","g1","R1",3.3161,"LncRNA"
54,"SNHG15","H1975","g1","R1",3.43241,"LncRNA"
60,"SNHG15","H1975","g1","R1",3.590078,"LncRNA"
66,"SNHG15","H1975","g1","R1",3.664735,"LncRNA"
72,"SNHG15","H1975","g1","R1",3.726353,"LncRNA"
78,"SNHG15","H1975","g1","R1",3.902242,"LncRNA"
84,"SNHG15","H1975","g1","R1",3.948057,"LncRNA"
90,"SNHG15","H1975","g1","R1",4.048557,"LncRNA"
0,"SNHG15","H1975","g1","R2",0.4855705,"LncRNA"
6,"SNHG15","H1975","g1","R2",0.6917083,"LncRNA"
12,"SNHG15","H1975","g1","R2",1,"LncRNA"
18,"SNHG15","H1975","g1","R2",1.375446,"LncRNA"
24,"SNHG15","H1975","g1","R2",1.714539,"LncRNA"
30,"SNHG15","H1975","g1","R2",2.159706,"LncRNA"
36,"SNHG15","H1975","g1","R2",2.640984,"LncRNA"
42,"SNHG15","H1975","g1","R2",3.317704,"LncRNA"
48,"SNHG15","H1975","g1","R2",4.153015,"LncRNA"
54,"SNHG15","H1975","g1","R2",5.043293,"LncRNA"
60,"SNHG15","H1975","g1","R2",5.946726,"LncRNA"
66,"SNHG15","H1975","g1","R2",7.007113,"LncRNA"
72,"SNHG15","H1975","g1","R2",8.136652,"LncRNA"
78,"SNHG15","H1975","g1","R2",9.334087,"LncRNA"
84,"SNHG15","H1975","g1","R2",10.48139,"LncRNA"
90,"SNHG15","H1975","g1","R2",11.69941,"LncRNA"
0,"SNHG15","H1975","g2","R1",0.473132,"LncRNA"
6,"SNHG15","H1975","g2","R1",0.6293512,"LncRNA"
12,"SNHG15","H1975","g2","R1",1,"LncRNA"
18,"SNHG15","H1975","g2","R1",1.346129,"LncRNA"
24,"SNHG15","H1975","g2","R1",1.810662,"LncRNA"
30,"SNHG15","H1975","g2","R1",2.311076,"LncRNA"
36,"SNHG15","H1975","g2","R1",2.588665,"LncRNA"
42,"SNHG15","H1975","g2","R1",3.109419,"LncRNA"
48,"SNHG15","H1975","g2","R1",3.559669,"LncRNA"
54,"SNHG15","H1975","g2","R1",4.253662,"LncRNA"
60,"SNHG15","H1975","g2","R1",5.011731,"LncRNA"
66,"SNHG15","H1975","g2","R1",5.776772,"LncRNA"
72,"SNHG15","H1975","g2","R1",6.647762,"LncRNA"
78,"SNHG15","H1975","g2","R1",7.349148,"LncRNA"
84,"SNHG15","H1975","g2","R1",8.229095,"LncRNA"
90,"SNHG15","H1975","g2","R1",9.235858,"LncRNA"
0,"SNHG15","H1975","g2","R2",0.8671553,"LncRNA"
6,"SNHG15","H1975","g2","R2",0.7281294,"LncRNA"
12,"SNHG15","H1975","g2","R2",1,"LncRNA"
18,"SNHG15","H1975","g2","R2",1.184709,"LncRNA"
24,"SNHG15","H1975","g2","R2",1.48165,"LncRNA"
30,"SNHG15","H1975","g2","R2",1.750931,"LncRNA"
36,"SNHG15","H1975","g2","R2",2.150236,"LncRNA"
42,"SNHG15","H1975","g2","R2",2.70236,"LncRNA"
48,"SNHG15","H1975","g2","R2",3.384821,"LncRNA"
54,"SNHG15","H1975","g2","R2",4.300308,"LncRNA"
60,"SNHG15","H1975","g2","R2",5.2495,"LncRNA"
66,"SNHG15","H1975","g2","R2",6.010865,"LncRNA"
72,"SNHG15","H1975","g2","R2",7.072464,"LncRNA"
78,"SNHG15","H1975","g2","R2",8.378981,"LncRNA"
84,"SNHG15","H1975","g2","R2",9.717419,"LncRNA"
90,"SNHG15","H1975","g2","R2",10.75733,"LncRNA"
0,"SNHG15","H1975","g3","R1",0.5121954,"LncRNA"
6,"SNHG15","H1975","g3","R1",0.7349038,"LncRNA"
12,"SNHG15","H1975","g3","R1",1,"LncRNA"
18,"SNHG15","H1975","g3","R1",1.169019,"LncRNA"
24,"SNHG15","H1975","g3","R1",1.305402,"LncRNA"
30,"SNHG15","H1975","g3","R1",1.372448,"LncRNA"
36,"SNHG15","H1975","g3","R1",1.369929,"LncRNA"
42,"SNHG15","H1975","g3","R1",1.39257,"LncRNA"
48,"SNHG15","H1975","g3","R1",1.451259,"LncRNA"
54,"SNHG15","H1975","g3","R1",1.506205,"LncRNA"
60,"SNHG15","H1975","g3","R1",1.5904,"LncRNA"
66,"SNHG15","H1975","g3","R1",1.638667,"LncRNA"
72,"SNHG15","H1975","g3","R1",1.650559,"LncRNA"
78,"SNHG15","H1975","g3","R1",1.736482,"LncRNA"
84,"SNHG15","H1975","g3","R1",1.750998,"LncRNA"
90,"SNHG15","H1975","g3","R1",1.836937,"LncRNA"
0,"SNHG15","H1975","g3","R2",0.5731095,"LncRNA"
6,"SNHG15","H1975","g3","R2",0.7440997,"LncRNA"
12,"SNHG15","H1975","g3","R2",1,"LncRNA"
18,"SNHG15","H1975","g3","R2",1.139227,"LncRNA"
24,"SNHG15","H1975","g3","R2",1.265342,"LncRNA"
30,"SNHG15","H1975","g3","R2",1.318704,"LncRNA"
36,"SNHG15","H1975","g3","R2",1.344237,"LncRNA"
42,"SNHG15","H1975","g3","R2",1.448219,"LncRNA"
48,"SNHG15","H1975","g3","R2",1.480176,"LncRNA"
54,"SNHG15","H1975","g3","R2",1.520458,"LncRNA"
60,"SNHG15","H1975","g3","R2",1.560945,"LncRNA"
66,"SNHG15","H1975","g3","R2",1.646433,"LncRNA"
72,"SNHG15","H1975","g3","R2",1.681304,"LncRNA"
78,"SNHG15","H1975","g3","R2",1.766917,"LncRNA"
84,"SNHG15","H1975","g3","R2",1.857283,"LncRNA"
90,"SNHG15","H1975","g3","R2",1.902994,"LncRNA"
0,"GAS5","H1975","g1","R1",0.4988278,"LncRNA"
6,"GAS5","H1975","g1","R1",0.7053618,"LncRNA"
12,"GAS5","H1975","g1","R1",1,"LncRNA"
18,"GAS5","H1975","g1","R1",1.217425,"LncRNA"
24,"GAS5","H1975","g1","R1",1.415061,"LncRNA"
30,"GAS5","H1975","g1","R1",1.542889,"LncRNA"
36,"GAS5","H1975","g1","R1",1.617083,"LncRNA"
42,"GAS5","H1975","g1","R1",1.691764,"LncRNA"
48,"GAS5","H1975","g1","R1",1.716735,"LncRNA"
54,"GAS5","H1975","g1","R1",1.725679,"LncRNA"
60,"GAS5","H1975","g1","R1",1.748787,"LncRNA"
66,"GAS5","H1975","g1","R1",1.739767,"LncRNA"
72,"GAS5","H1975","g1","R1",1.828356,"LncRNA"
78,"GAS5","H1975","g1","R1",1.892603,"LncRNA"
84,"GAS5","H1975","g1","R1",2.005189,"LncRNA"
90,"GAS5","H1975","g1","R1",2.254484,"LncRNA"
0,"GAS5","H1975","g1","R2",0.5700335,"LncRNA"
6,"GAS5","H1975","g1","R2",0.7773679,"LncRNA"
12,"GAS5","H1975","g1","R2",1,"LncRNA"
18,"GAS5","H1975","g1","R2",1.218892,"LncRNA"
24,"GAS5","H1975","g1","R2",1.405214,"LncRNA"
30,"GAS5","H1975","g1","R2",1.587296,"LncRNA"
36,"GAS5","H1975","g1","R2",1.705882,"LncRNA"
42,"GAS5","H1975","g1","R2",1.752917,"LncRNA"
48,"GAS5","H1975","g1","R2",1.849355,"LncRNA"
54,"GAS5","H1975","g1","R2",1.938886,"LncRNA"
60,"GAS5","H1975","g1","R2",2.013599,"LncRNA"
66,"GAS5","H1975","g1","R2",1.991067,"LncRNA"
72,"GAS5","H1975","g1","R2",2.118789,"LncRNA"
78,"GAS5","H1975","g1","R2",2.127638,"LncRNA"
84,"GAS5","H1975","g1","R2",2.158394,"LncRNA"
90,"GAS5","H1975","g1","R2",2.185937,"LncRNA"
0,"GAS5","H1975","g2","R1",0.4715788,"LncRNA"
6,"GAS5","H1975","g2","R1",0.7075428,"LncRNA"
12,"GAS5","H1975","g2","R1",1,"LncRNA"
18,"GAS5","H1975","g2","R1",1.475168,"LncRNA"
24,"GAS5","H1975","g2","R1",1.863687,"LncRNA"
30,"GAS5","H1975","g2","R1",2.324431,"LncRNA"
36,"GAS5","H1975","g2","R1",2.739925,"LncRNA"
42,"GAS5","H1975","g2","R1",3.179985,"LncRNA"
48,"GAS5","H1975","g2","R1",3.603033,"LncRNA"
54,"GAS5","H1975","g2","R1",4.356452,"LncRNA"
60,"GAS5","H1975","g2","R1",5.055263,"LncRNA"
66,"GAS5","H1975","g2","R1",5.718164,"LncRNA"
72,"GAS5","H1975","g2","R1",6.277012,"LncRNA"
78,"GAS5","H1975","g2","R1",6.951329,"LncRNA"
84,"GAS5","H1975","g2","R1",7.650503,"LncRNA"
90,"GAS5","H1975","g2","R1",8.394653,"LncRNA"
0,"GAS5","H1975","g2","R2",0.4883574,"LncRNA"
6,"GAS5","H1975","g2","R2",0.7430184,"LncRNA"
12,"GAS5","H1975","g2","R2",1,"LncRNA"
18,"GAS5","H1975","g2","R2",1.397541,"LncRNA"
24,"GAS5","H1975","g2","R2",1.771541,"LncRNA"
30,"GAS5","H1975","g2","R2",2.223658,"LncRNA"
36,"GAS5","H1975","g2","R2",2.513938,"LncRNA"
42,"GAS5","H1975","g2","R2",2.904022,"LncRNA"
48,"GAS5","H1975","g2","R2",3.418629,"LncRNA"
54,"GAS5","H1975","g2","R2",3.933751,"LncRNA"
60,"GAS5","H1975","g2","R2",4.502525,"LncRNA"
66,"GAS5","H1975","g2","R2",5.213955,"LncRNA"
72,"GAS5","H1975","g2","R2",5.808667,"LncRNA"
78,"GAS5","H1975","g2","R2",6.447176,"LncRNA"
84,"GAS5","H1975","g2","R2",6.990027,"LncRNA"
90,"GAS5","H1975","g2","R2",7.674136,"LncRNA"
0,"GAS5","H1975","g3","R1",0.4766818,"LncRNA"
6,"GAS5","H1975","g3","R1",0.6617305,"LncRNA"
12,"GAS5","H1975","g3","R1",1,"LncRNA"
18,"GAS5","H1975","g3","R1",1.349802,"LncRNA"
24,"GAS5","H1975","g3","R1",1.647304,"LncRNA"
30,"GAS5","H1975","g3","R1",1.832661,"LncRNA"
36,"GAS5","H1975","g3","R1",1.943214,"LncRNA"
42,"GAS5","H1975","g3","R1",2.143765,"LncRNA"
48,"GAS5","H1975","g3","R1",2.294225,"LncRNA"
54,"GAS5","H1975","g3","R1",2.613277,"LncRNA"
60,"GAS5","H1975","g3","R1",2.797985,"LncRNA"
66,"GAS5","H1975","g3","R1",3.077678,"LncRNA"
72,"GAS5","H1975","g3","R1",3.300811,"LncRNA"
78,"GAS5","H1975","g3","R1",3.481189,"LncRNA"
84,"GAS5","H1975","g3","R1",3.762883,"LncRNA"
90,"GAS5","H1975","g3","R1",4.019982,"LncRNA"
0,"GAS5","H1975","g3","R2",0.5368347,"LncRNA"
6,"GAS5","H1975","g3","R2",0.6961483,"LncRNA"
12,"GAS5","H1975","g3","R2",1,"LncRNA"
18,"GAS5","H1975","g3","R2",1.258275,"LncRNA"
24,"GAS5","H1975","g3","R2",1.564304,"LncRNA"
30,"GAS5","H1975","g3","R2",1.774336,"LncRNA"
36,"GAS5","H1975","g3","R2",2.056917,"LncRNA"
42,"GAS5","H1975","g3","R2",2.296548,"LncRNA"
48,"GAS5","H1975","g3","R2",2.574096,"LncRNA"
54,"GAS5","H1975","g3","R2",2.856374,"LncRNA"
60,"GAS5","H1975","g3","R2",3.057938,"LncRNA"
66,"GAS5","H1975","g3","R2",3.37569,"LncRNA"
72,"GAS5","H1975","g3","R2",3.614897,"LncRNA"
78,"GAS5","H1975","g3","R2",3.918977,"LncRNA"
84,"GAS5","H1975","g3","R2",4.100767,"LncRNA"
90,"GAS5","H1975","g3","R2",4.443493,"LncRNA"
0,"LINCPINT","H1975","g1","R1",0.4871664,"LncRNA"
6,"LINCPINT","H1975","g1","R1",0.7303939,"LncRNA"
12,"LINCPINT","H1975","g1","R1",1,"LncRNA"
18,"LINCPINT","H1975","g1","R1",1.283689,"LncRNA"
24,"LINCPINT","H1975","g1","R1",1.47903,"LncRNA"
30,"LINCPINT","H1975","g1","R1",1.699871,"LncRNA"
36,"LINCPINT","H1975","g1","R1",1.857881,"LncRNA"
42,"LINCPINT","H1975","g1","R1",1.84494,"LncRNA"
48,"LINCPINT","H1975","g1","R1",1.900406,"LncRNA"
54,"LINCPINT","H1975","g1","R1",1.90973,"LncRNA"
60,"LINCPINT","H1975","g1","R1",1.855732,"LncRNA"
66,"LINCPINT","H1975","g1","R1",1.935264,"LncRNA"
72,"LINCPINT","H1975","g1","R1",2.008292,"LncRNA"
78,"LINCPINT","H1975","g1","R1",2.11102,"LncRNA"
84,"LINCPINT","H1975","g1","R1",2.341203,"LncRNA"
90,"LINCPINT","H1975","g1","R1",2.487977,"LncRNA"
0,"LINCPINT","H1975","g1","R2",0.5083875,"LncRNA"
6,"LINCPINT","H1975","g1","R2",0.7155603,"LncRNA"
12,"LINCPINT","H1975","g1","R2",1,"LncRNA"
18,"LINCPINT","H1975","g1","R2",1.284692,"LncRNA"
24,"LINCPINT","H1975","g1","R2",1.467913,"LncRNA"
30,"LINCPINT","H1975","g1","R2",1.663096,"LncRNA"
36,"LINCPINT","H1975","g1","R2",1.846569,"LncRNA"
42,"LINCPINT","H1975","g1","R2",1.999174,"LncRNA"
48,"LINCPINT","H1975","g1","R2",2.122502,"LncRNA"
54,"LINCPINT","H1975","g1","R2",2.206015,"LncRNA"
60,"LINCPINT","H1975","g1","R2",2.217815,"LncRNA"
66,"LINCPINT","H1975","g1","R2",2.271488,"LncRNA"
72,"LINCPINT","H1975","g1","R2",2.327993,"LncRNA"
78,"LINCPINT","H1975","g1","R2",2.31238,"LncRNA"
84,"LINCPINT","H1975","g1","R2",2.378522,"LncRNA"
90,"LINCPINT","H1975","g1","R2",2.40837,"LncRNA"
0,"LINCPINT","H1975","g2","R1",0.4264644,"LncRNA"
6,"LINCPINT","H1975","g2","R1",0.6944453,"LncRNA"
12,"LINCPINT","H1975","g2","R1",1,"LncRNA"
18,"LINCPINT","H1975","g2","R1",1.429206,"LncRNA"
24,"LINCPINT","H1975","g2","R1",1.913885,"LncRNA"
30,"LINCPINT","H1975","g2","R1",2.386895,"LncRNA"
36,"LINCPINT","H1975","g2","R1",2.838576,"LncRNA"
42,"LINCPINT","H1975","g2","R1",3.314126,"LncRNA"
48,"LINCPINT","H1975","g2","R1",3.926785,"LncRNA"
54,"LINCPINT","H1975","g2","R1",4.392267,"LncRNA"
60,"LINCPINT","H1975","g2","R1",4.883352,"LncRNA"
66,"LINCPINT","H1975","g2","R1",5.326064,"LncRNA"
72,"LINCPINT","H1975","g2","R1",5.806348,"LncRNA"
78,"LINCPINT","H1975","g2","R1",6.216848,"LncRNA"
84,"LINCPINT","H1975","g2","R1",6.507027,"LncRNA"
90,"LINCPINT","H1975","g2","R1",6.76009,"LncRNA"
0,"LINCPINT","H1975","g2","R2",0.5650179,"LncRNA"
6,"LINCPINT","H1975","g2","R2",0.7044953,"LncRNA"
12,"LINCPINT","H1975","g2","R2",1,"LncRNA"
18,"LINCPINT","H1975","g2","R2",1.352436,"LncRNA"
24,"LINCPINT","H1975","g2","R2",1.746658,"LncRNA"
30,"LINCPINT","H1975","g2","R2",2.279745,"LncRNA"
36,"LINCPINT","H1975","g2","R2",2.865643,"LncRNA"
42,"LINCPINT","H1975","g2","R2",3.343332,"LncRNA"
48,"LINCPINT","H1975","g2","R2",3.796971,"LncRNA"
54,"LINCPINT","H1975","g2","R2",4.340399,"LncRNA"
60,"LINCPINT","H1975","g2","R2",4.821163,"LncRNA"
66,"LINCPINT","H1975","g2","R2",5.371943,"LncRNA"
72,"LINCPINT","H1975","g2","R2",5.751002,"LncRNA"
78,"LINCPINT","H1975","g2","R2",6.278117,"LncRNA"
84,"LINCPINT","H1975","g2","R2",6.753987,"LncRNA"
90,"LINCPINT","H1975","g2","R2",6.971687,"LncRNA"
0,"LINCPINT","H1975","g3","R1",0.488932,"LncRNA"
6,"LINCPINT","H1975","g3","R1",0.7386963,"LncRNA"
12,"LINCPINT","H1975","g3","R1",1,"LncRNA"
18,"LINCPINT","H1975","g3","R1",1.255388,"LncRNA"
24,"LINCPINT","H1975","g3","R1",1.509748,"LncRNA"
30,"LINCPINT","H1975","g3","R1",1.706838,"LncRNA"
36,"LINCPINT","H1975","g3","R1",1.941678,"LncRNA"
42,"LINCPINT","H1975","g3","R1",2.195718,"LncRNA"
48,"LINCPINT","H1975","g3","R1",2.521243,"LncRNA"
54,"LINCPINT","H1975","g3","R1",2.733268,"LncRNA"
60,"LINCPINT","H1975","g3","R1",2.944924,"LncRNA"
66,"LINCPINT","H1975","g3","R1",3.10906,"LncRNA"
72,"LINCPINT","H1975","g3","R1",3.232648,"LncRNA"
78,"LINCPINT","H1975","g3","R1",3.356263,"LncRNA"
84,"LINCPINT","H1975","g3","R1",3.35783,"LncRNA"
90,"LINCPINT","H1975","g3","R1",3.482402,"LncRNA"
0,"LINCPINT","H1975","g3","R2",0.4528772,"LncRNA"
6,"LINCPINT","H1975","g3","R2",0.707932,"LncRNA"
12,"LINCPINT","H1975","g3","R2",1,"LncRNA"
18,"LINCPINT","H1975","g3","R2",1.260009,"LncRNA"
24,"LINCPINT","H1975","g3","R2",1.486622,"LncRNA"
30,"LINCPINT","H1975","g3","R2",1.73264,"LncRNA"
36,"LINCPINT","H1975","g3","R2",1.989945,"LncRNA"
42,"LINCPINT","H1975","g3","R2",2.205783,"LncRNA"
48,"LINCPINT","H1975","g3","R2",2.491387,"LncRNA"
54,"LINCPINT","H1975","g3","R2",2.71156,"LncRNA"
60,"LINCPINT","H1975","g3","R2",2.906405,"LncRNA"
66,"LINCPINT","H1975","g3","R2",3.060716,"LncRNA"
72,"LINCPINT","H1975","g3","R2",3.21936,"LncRNA"
78,"LINCPINT","H1975","g3","R2",3.328505,"LncRNA"
84,"LINCPINT","H1975","g3","R2",3.463756,"LncRNA"
90,"LINCPINT","H1975","g3","R2",3.48488,"LncRNA"
